id,company_name,announcement_text,announcement_date,source,is_verified,verification_source,risk_score,created_at
284,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 3086% guaranteed returns in 8 months. Immediate investment advised!,2023-12-26,Telegram Channel,False,No Record,88.6,2023-12-26 17:27:00
285,Asian Paints Limited,Asian Paints Limited announces Leverage rich models worth ₹3582 crores. Project timeline: 5 years.,2024-06-16,Contract Announcement,True,SEBI EDIFAR,19.1,2024-06-16 13:16:00
286,Reliance Industries Limited,Reliance Industries Limited announces Grow granular partnerships worth ₹11347 crores. Project timeline: 5 years.,2025-01-23,Earnings Call,True,BSE Website,24.3,2025-01-23 18:44:00
287,ITC Limited,ITC Limited announces Transform visionary systems worth ₹18766 crores. Project timeline: 5 years.,2024-05-24,BSE Official,True,Company IR,24.8,2024-05-24 12:48:00
288,Asian Paints Limited,Asian Paints Limited announces Facilitate 24/7 models worth ₹12649 crores. Project timeline: 1 years.,2023-12-28,Company Filing,True,Company Portal,17.5,2023-12-28 14:31:00
289,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 747% guaranteed returns in 11 months. Immediate investment advised!,2025-08-11,Unverified Blog,False,No Official Source,98.4,2025-08-11 11:29:00
290,HDFC Bank Limited,HDFC Bank Limited announces Disintermediate back-end convergence worth ₹2591 crores. Project timeline: 1 years.,2025-05-20,NSE Official,True,BSE Website,11.5,2025-05-20 16:35:00
291,Adani Enterprises Limited,Adani Enterprises Limited announces Embrace innovative architectures worth ₹5408 crores. Project timeline: 3 years.,2024-09-30,BSE Official,True,NSE Website,17.7,2024-09-30 09:48:00
292,ONGC Limited,ONGC Limited announces Orchestrate visionary experiences worth ₹7170 crores. Project timeline: 4 years.,2025-08-26,Company Filing,True,Stock Exchange Filing,18.4,2025-08-26 10:13:00
293,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2258% guaranteed returns in 2 months. Immediate investment advised!,2025-06-04,Fake Press Release,False,Unverified Source,96.2,2025-06-04 11:28:00
294,Fake Corp Industries,BREAKING: Fake Corp Industries promises 1391% guaranteed returns in 6 months. Immediate investment advised!,2024-10-07,Fake News Site,False,Denial Issued,96.8,2024-10-07 12:47:00
295,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 1392% guaranteed returns in 7 months. Immediate investment advised!,2023-10-20,Fake News Site,False,No Official Source,95.8,2023-10-20 17:53:00
296,Fake Corp Industries,BREAKING: Fake Corp Industries promises 2669% guaranteed returns in 5 months. Immediate investment advised!,2024-06-02,WhatsApp Forward,False,Denial Issued,89.9,2024-06-02 15:32:00
297,HDFC Bank Limited,HDFC Bank Limited announces Envisioneer web-enabled convergence worth ₹3823 crores. Project timeline: 4 years.,2025-02-28,Company Press Release,True,Ministry of Finance,16.0,2025-02-28 17:53:00
298,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 1628% guaranteed returns in 12 months. Immediate investment advised!,2023-12-18,Rumor Forum,False,No Official Source,88.4,2023-12-18 11:21:00
299,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4358% guaranteed returns in 12 months. Immediate investment advised!,2025-06-19,Suspicious Website,False,No Record,99.3,2025-06-19 14:40:00
300,Super Growth Technologies,BREAKING: Super Growth Technologies promises 2110% guaranteed returns in 12 months. Immediate investment advised!,2023-09-12,WhatsApp Forward,False,Denial Issued,93.8,2023-09-12 17:55:00
301,State Bank of India,State Bank of India announces Facilitate innovative e-tailers worth ₹8475 crores. Project timeline: 4 years.,2024-02-18,Company Press Release,True,SEBI EDIFAR,24.8,2024-02-18 17:34:00
302,Asian Paints Limited,Asian Paints Limited announces Transform ubiquitous supply-chains worth ₹12204 crores. Project timeline: 5 years.,2025-07-10,Contract Announcement,True,Company Portal,18.3,2025-07-10 12:25:00
303,Hindustan Unilever Limited,Hindustan Unilever Limited announces Engineer dot-com platforms worth ₹16484 crores. Project timeline: 5 years.,2025-04-04,Company Press Release,True,BSE Website,22.4,2025-04-04 10:18:00
304,GoldRush Ventures,BREAKING: GoldRush Ventures promises 2827% guaranteed returns in 12 months. Immediate investment advised!,2024-01-29,WhatsApp Forward,False,No Official Source,99.4,2024-01-29 18:57:00
305,Reliance Industries Limited,Reliance Industries Limited announces Strategize dot-com info-mediaries worth ₹15492 crores. Project timeline: 2 years.,2024-01-01,Earnings Call,True,SEBI EDIFAR,19.4,2024-01-01 17:10:00
306,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 2261% guaranteed returns in 12 months. Immediate investment advised!,2023-08-30,Fake News Site,False,Not Verified,87.3,2023-08-30 18:47:00
307,Larsen & Toubro Limited,Larsen & Toubro Limited announces Revolutionize wireless e-tailers worth ₹8653 crores. Project timeline: 5 years.,2023-09-22,Company Filing,True,RBI Circular,15.0,2023-09-22 12:34:00
308,GoldRush Ventures,BREAKING: GoldRush Ventures promises 2571% guaranteed returns in 8 months. Immediate investment advised!,2025-02-17,WhatsApp Forward,False,Unverified Source,87.4,2025-02-17 12:17:00
309,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 4567% guaranteed returns in 11 months. Immediate investment advised!,2025-06-11,Rumor Forum,False,No Record,87.9,2025-06-11 13:51:00
310,Larsen & Toubro Limited,Larsen & Toubro Limited announces Seize enterprise deliverables worth ₹18457 crores. Project timeline: 4 years.,2025-05-10,BSE Official,True,Company IR,18.1,2025-05-10 18:03:00
311,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 1328% guaranteed returns in 2 months. Immediate investment advised!,2023-12-11,Suspicious Website,False,No Record,92.6,2023-12-11 14:07:00
312,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 3335% guaranteed returns in 12 months. Immediate investment advised!,2024-02-16,Fake News Site,False,Denial Issued,87.4,2024-02-16 15:10:00
313,ITC Limited,ITC Limited announces Aggregate integrated content worth ₹8551 crores. Project timeline: 2 years.,2023-10-20,Government Press Release,True,Company Portal,11.7,2023-10-20 13:14:00
314,Bajaj Finance Limited,Bajaj Finance Limited announces Utilize seamless models worth ₹8967 crores. Project timeline: 2 years.,2024-09-30,Company Press Release,True,Company IR,16.0,2024-09-30 11:07:00
315,Bharti Airtel Limited,Bharti Airtel Limited announces Optimize b2c initiatives worth ₹1252 crores. Project timeline: 5 years.,2024-01-18,Contract Announcement,True,Company IR,22.7,2024-01-18 18:55:00
316,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 835% guaranteed returns in 10 months. Immediate investment advised!,2025-03-02,Fake Press Release,False,Unverified Source,99.0,2025-03-02 15:29:00
317,Hindustan Unilever Limited,Hindustan Unilever Limited announces Cultivate virtual users worth ₹6884 crores. Project timeline: 2 years.,2025-04-03,Board Resolution,True,Company IR,10.4,2025-04-03 09:32:00
318,Fake Corp Industries,BREAKING: Fake Corp Industries promises 3112% guaranteed returns in 3 months. Immediate investment advised!,2024-10-15,Suspicious Website,False,Denial Issued,99.0,2024-10-15 11:10:00
319,State Bank of India,State Bank of India announces Benchmark impactful bandwidth worth ₹4410 crores. Project timeline: 4 years.,2023-11-02,Company Press Release,True,BSE Website,16.7,2023-11-02 09:06:00
320,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Drive wireless infrastructures worth ₹11303 crores. Project timeline: 1 years.,2023-12-21,NSE Official,True,RBI Circular,19.4,2023-12-21 12:30:00
321,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 3407% guaranteed returns in 8 months. Immediate investment advised!,2023-12-24,Fake Press Release,False,Not Verified,87.3,2023-12-24 18:24:00
322,GoldRush Ventures,BREAKING: GoldRush Ventures promises 1617% guaranteed returns in 1 months. Immediate investment advised!,2024-12-23,Rumor Forum,False,Unverified Source,86.2,2024-12-23 18:44:00
323,Bharti Airtel Limited,Bharti Airtel Limited announces Redefine enterprise e-business worth ₹19724 crores. Project timeline: 2 years.,2024-07-02,Board Resolution,True,SEBI EDIFAR,15.3,2024-07-02 14:09:00
324,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 3141% guaranteed returns in 8 months. Immediate investment advised!,2024-10-06,Fake News Site,False,Not Verified,85.0,2024-10-06 12:06:00
325,Fake Corp Industries,BREAKING: Fake Corp Industries promises 1386% guaranteed returns in 5 months. Immediate investment advised!,2024-09-27,Unverified Blog,False,No Record,94.5,2024-09-27 14:57:00
326,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 4545% guaranteed returns in 5 months. Immediate investment advised!,2024-07-20,Suspicious Website,False,Unverified Source,96.8,2024-07-20 11:55:00
327,HDFC Bank Limited,HDFC Bank Limited announces Extend open-source interfaces worth ₹4023 crores. Project timeline: 4 years.,2025-03-08,NSE Official,True,SEBI EDIFAR,21.6,2025-03-08 13:09:00
328,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Synergize open-source web-readiness worth ₹15367 crores. Project timeline: 5 years.,2023-09-18,Contract Announcement,True,NSE Website,20.9,2023-09-18 09:03:00
329,ITC Limited,ITC Limited announces Optimize vertical infrastructures worth ₹5980 crores. Project timeline: 5 years.,2024-05-23,Government Press Release,True,RBI Circular,15.9,2024-05-23 15:29:00
330,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2677% guaranteed returns in 2 months. Immediate investment advised!,2024-12-11,Rumor Forum,False,Unverified Source,93.6,2024-12-11 15:48:00
331,Bharti Airtel Limited,Bharti Airtel Limited announces Transform bricks-and-clicks initiatives worth ₹15347 crores. Project timeline: 5 years.,2024-09-04,Board Resolution,True,Ministry of Finance,14.4,2024-09-04 14:24:00
332,Fake Corp Industries,BREAKING: Fake Corp Industries promises 752% guaranteed returns in 5 months. Immediate investment advised!,2025-06-05,Fake News Site,False,Denial Issued,97.5,2025-06-05 13:45:00
333,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 4064% guaranteed returns in 11 months. Immediate investment advised!,2023-10-02,WhatsApp Forward,False,No Record,85.6,2023-10-02 17:31:00
334,HDFC Bank Limited,HDFC Bank Limited announces Seize real-time schemas worth ₹1888 crores. Project timeline: 1 years.,2025-08-02,NSE Official,True,Company IR,23.3,2025-08-02 18:33:00
335,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Productize plug-and-play web services worth ₹16328 crores. Project timeline: 5 years.,2023-10-04,Contract Announcement,True,Company IR,20.7,2023-10-04 18:14:00
336,Fake Corp Industries,BREAKING: Fake Corp Industries promises 1154% guaranteed returns in 4 months. Immediate investment advised!,2023-10-10,Telegram Channel,False,No Official Source,85.1,2023-10-10 10:45:00
337,Adani Enterprises Limited,Adani Enterprises Limited announces Engage user-centric content worth ₹1164 crores. Project timeline: 3 years.,2024-06-19,NSE Official,True,NSE Website,14.5,2024-06-19 14:10:00
338,Bajaj Finance Limited,Bajaj Finance Limited announces Iterate bleeding-edge mindshare worth ₹2024 crores. Project timeline: 3 years.,2025-06-02,Company Filing,True,Stock Exchange Filing,10.6,2025-06-02 10:18:00
339,Bajaj Finance Limited,Bajaj Finance Limited announces Generate holistic supply-chains worth ₹15657 crores. Project timeline: 5 years.,2024-06-15,Government Press Release,True,Stock Exchange Filing,18.0,2024-06-15 15:16:00
340,Fake Corp Industries,BREAKING: Fake Corp Industries promises 4118% guaranteed returns in 6 months. Immediate investment advised!,2025-06-08,Telegram Channel,False,Denial Issued,92.2,2025-06-08 17:55:00
341,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Transition b2c models worth ₹14701 crores. Project timeline: 1 years.,2023-11-15,Board Resolution,True,Company Portal,18.9,2023-11-15 17:08:00
342,Coal India Limited,Coal India Limited announces Extend wireless synergies worth ₹16394 crores. Project timeline: 5 years.,2023-11-26,Contract Announcement,True,Company IR,22.3,2023-11-26 10:14:00
343,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 3912% guaranteed returns in 8 months. Immediate investment advised!,2023-09-28,Suspicious Website,False,Unverified Source,97.0,2023-09-28 14:49:00
344,Adani Enterprises Limited,Adani Enterprises Limited announces Streamline back-end schemas worth ₹8431 crores. Project timeline: 3 years.,2025-04-11,Contract Announcement,True,Stock Exchange Filing,11.6,2025-04-11 12:50:00
345,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 1257% guaranteed returns in 2 months. Immediate investment advised!,2025-03-14,WhatsApp Forward,False,No Record,88.9,2025-03-14 13:59:00
346,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 1868% guaranteed returns in 10 months. Immediate investment advised!,2025-06-20,WhatsApp Forward,False,Unverified Source,98.0,2025-06-20 11:44:00
347,Bajaj Finance Limited,Bajaj Finance Limited announces Expedite revolutionary bandwidth worth ₹15920 crores. Project timeline: 3 years.,2024-04-24,Company Filing,True,Company Portal,16.0,2024-04-24 14:07:00
348,GoldRush Ventures,BREAKING: GoldRush Ventures promises 4943% guaranteed returns in 2 months. Immediate investment advised!,2024-03-25,Fake Press Release,False,Unverified Source,94.1,2024-03-25 09:48:00
349,Tata Consultancy Services,Tata Consultancy Services announces Optimize compelling e-markets worth ₹13729 crores. Project timeline: 1 years.,2024-11-05,Board Resolution,True,Ministry of Finance,23.4,2024-11-05 10:30:00
350,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 2211% guaranteed returns in 8 months. Immediate investment advised!,2024-09-24,Fake News Site,False,Denial Issued,99.6,2024-09-24 16:22:00
351,Bajaj Finance Limited,Bajaj Finance Limited announces Transition global platforms worth ₹13404 crores. Project timeline: 1 years.,2024-07-24,NSE Official,True,NSE Website,24.2,2024-07-24 18:27:00
352,Infosys Limited,Infosys Limited announces Evolve robust platforms worth ₹16744 crores. Project timeline: 1 years.,2025-01-27,Contract Announcement,True,NSE Website,20.8,2025-01-27 13:02:00
353,Adani Enterprises Limited,Adani Enterprises Limited announces Enhance sticky communities worth ₹15044 crores. Project timeline: 4 years.,2024-08-03,NSE Official,True,RBI Circular,20.3,2024-08-03 10:51:00
354,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 4972% guaranteed returns in 9 months. Immediate investment advised!,2024-12-06,Unverified Blog,False,Not Verified,90.9,2024-12-06 13:23:00
355,Adani Enterprises Limited,Adani Enterprises Limited announces Repurpose killer portals worth ₹17569 crores. Project timeline: 2 years.,2023-11-09,BSE Official,True,Company IR,15.7,2023-11-09 09:24:00
356,Infosys Limited,Infosys Limited announces Incentivize front-end e-services worth ₹17755 crores. Project timeline: 1 years.,2024-09-12,Board Resolution,True,RBI Circular,16.2,2024-09-12 14:56:00
357,ITC Limited,ITC Limited announces Engineer robust schemas worth ₹14472 crores. Project timeline: 3 years.,2023-09-19,BSE Official,True,Ministry of Finance,18.4,2023-09-19 14:56:00
358,ONGC Limited,ONGC Limited announces Monetize transparent convergence worth ₹9441 crores. Project timeline: 4 years.,2025-08-08,Company Filing,True,BSE Website,21.3,2025-08-08 11:57:00
359,Adani Enterprises Limited,Adani Enterprises Limited announces Transition strategic mindshare worth ₹3914 crores. Project timeline: 2 years.,2024-11-29,Contract Announcement,True,Company IR,11.4,2024-11-29 10:04:00
360,HDFC Bank Limited,HDFC Bank Limited announces Deploy cross-platform technologies worth ₹12233 crores. Project timeline: 1 years.,2024-03-16,Government Press Release,True,NSE Website,20.6,2024-03-16 12:52:00
361,Tata Consultancy Services,Tata Consultancy Services announces E-enable scalable supply-chains worth ₹15462 crores. Project timeline: 1 years.,2025-01-17,Company Filing,True,Company IR,21.3,2025-01-17 14:25:00
362,Instant Rich Ltd,BREAKING: Instant Rich Ltd promises 2098% guaranteed returns in 5 months. Immediate investment advised!,2024-01-10,Rumor Forum,False,No Record,92.2,2024-01-10 15:53:00
363,State Bank of India,State Bank of India announces Orchestrate world-class experiences worth ₹13935 crores. Project timeline: 5 years.,2024-11-14,Board Resolution,True,Company IR,13.7,2024-11-14 13:04:00
364,Reliance Industries Limited,Reliance Industries Limited announces Cultivate killer bandwidth worth ₹972 crores. Project timeline: 3 years.,2025-01-02,Company Press Release,True,Ministry of Finance,15.6,2025-01-02 18:14:00
365,Coal India Limited,Coal India Limited announces Reinvent e-business interfaces worth ₹6243 crores. Project timeline: 3 years.,2025-03-08,Company Filing,True,RBI Circular,23.8,2025-03-08 09:37:00
366,Infosys Limited,Infosys Limited announces Transform bricks-and-clicks technologies worth ₹774 crores. Project timeline: 2 years.,2025-01-08,Company Press Release,True,SEBI EDIFAR,13.0,2025-01-08 12:03:00
367,Bharti Airtel Limited,Bharti Airtel Limited announces E-enable proactive paradigms worth ₹1571 crores. Project timeline: 1 years.,2023-12-10,Company Filing,True,BSE Website,12.9,2023-12-10 09:31:00
368,Hindustan Unilever Limited,Hindustan Unilever Limited announces Implement frictionless schemas worth ₹4759 crores. Project timeline: 4 years.,2024-04-08,Company Press Release,True,Ministry of Finance,11.8,2024-04-08 18:22:00
369,ITC Limited,ITC Limited announces Engineer collaborative models worth ₹5402 crores. Project timeline: 1 years.,2024-09-21,Board Resolution,True,Ministry of Finance,10.9,2024-09-21 17:25:00
370,Bharti Airtel Limited,Bharti Airtel Limited announces Orchestrate b2c supply-chains worth ₹13797 crores. Project timeline: 3 years.,2025-01-16,Company Filing,True,NSE Website,21.6,2025-01-16 17:49:00
371,Super Growth Technologies,BREAKING: Super Growth Technologies promises 4044% guaranteed returns in 2 months. Immediate investment advised!,2023-11-11,Unverified Blog,False,No Official Source,99.3,2023-11-11 14:17:00
372,Coal India Limited,Coal India Limited announces Iterate granular technologies worth ₹17157 crores. Project timeline: 5 years.,2023-12-15,Company Filing,True,SEBI EDIFAR,24.0,2023-12-15 14:55:00
373,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 3597% guaranteed returns in 2 months. Immediate investment advised!,2025-08-14,Suspicious Website,False,No Official Source,85.6,2025-08-14 18:05:00
374,ONGC Limited,ONGC Limited announces Mesh bricks-and-clicks users worth ₹3831 crores. Project timeline: 5 years.,2024-06-07,Contract Announcement,True,BSE Website,14.5,2024-06-07 13:14:00
375,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Engineer leading-edge users worth ₹7500 crores. Project timeline: 2 years.,2024-03-29,Contract Announcement,True,Stock Exchange Filing,22.3,2024-03-29 17:34:00
376,Fake Corp Industries,BREAKING: Fake Corp Industries promises 4592% guaranteed returns in 4 months. Immediate investment advised!,2025-08-24,Rumor Forum,False,Unverified Source,90.3,2025-08-24 16:22:00
377,Quick Money Corp,BREAKING: Quick Money Corp promises 1449% guaranteed returns in 3 months. Immediate investment advised!,2025-07-02,Unverified Blog,False,No Official Source,91.0,2025-07-02 09:09:00
378,Hindustan Unilever Limited,Hindustan Unilever Limited announces Exploit vertical metrics worth ₹17521 crores. Project timeline: 5 years.,2023-12-04,Company Filing,True,BSE Website,21.7,2023-12-04 12:22:00
379,GoldRush Ventures,BREAKING: GoldRush Ventures promises 3434% guaranteed returns in 7 months. Immediate investment advised!,2024-06-17,Fake News Site,False,No Record,96.5,2024-06-17 09:22:00
380,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Leverage magnetic channels worth ₹13407 crores. Project timeline: 4 years.,2024-05-30,Contract Announcement,True,BSE Website,23.6,2024-05-30 13:58:00
381,State Bank of India,State Bank of India announces Enable b2c e-commerce worth ₹2413 crores. Project timeline: 5 years.,2024-12-26,Company Filing,True,BSE Website,20.1,2024-12-26 13:31:00
382,Bajaj Finance Limited,Bajaj Finance Limited announces Expedite back-end vortals worth ₹9151 crores. Project timeline: 5 years.,2025-02-17,BSE Official,True,Company IR,12.0,2025-02-17 18:19:00
383,Hindustan Unilever Limited,Hindustan Unilever Limited announces Drive bricks-and-clicks content worth ₹18322 crores. Project timeline: 4 years.,2023-12-01,Board Resolution,True,Company Portal,10.8,2023-12-01 13:57:00
384,Fake Corp Industries,BREAKING: Fake Corp Industries promises 1954% guaranteed returns in 1 months. Immediate investment advised!,2024-06-12,Fake News Site,False,Unverified Source,86.2,2024-06-12 14:34:00
385,Reliance Industries Limited,Reliance Industries Limited announces Re-contextualize extensible synergies worth ₹19167 crores. Project timeline: 1 years.,2025-05-12,Earnings Call,True,SEBI EDIFAR,10.2,2025-05-12 17:35:00
386,Wipro Limited,Wipro Limited announces Incubate frictionless applications worth ₹6359 crores. Project timeline: 5 years.,2025-06-04,Contract Announcement,True,Company Portal,17.7,2025-06-04 09:32:00
387,State Bank of India,State Bank of India announces Incentivize customized synergies worth ₹3747 crores. Project timeline: 5 years.,2024-11-16,Contract Announcement,True,BSE Website,19.0,2024-11-16 17:13:00
388,Larsen & Toubro Limited,Larsen & Toubro Limited announces Mesh user-centric bandwidth worth ₹10275 crores. Project timeline: 1 years.,2025-07-23,NSE Official,True,RBI Circular,20.1,2025-07-23 10:36:00
389,Quick Money Corp,BREAKING: Quick Money Corp promises 3417% guaranteed returns in 7 months. Immediate investment advised!,2024-06-24,Fake News Site,False,No Record,89.7,2024-06-24 15:06:00
390,Adani Enterprises Limited,Adani Enterprises Limited announces Facilitate enterprise partnerships worth ₹1315 crores. Project timeline: 2 years.,2024-07-03,Company Filing,True,SEBI EDIFAR,14.4,2024-07-03 14:19:00
391,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 865% guaranteed returns in 11 months. Immediate investment advised!,2023-10-05,Fake Press Release,False,Unverified Source,98.0,2023-10-05 17:57:00
392,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 3478% guaranteed returns in 2 months. Immediate investment advised!,2025-03-30,Unverified Blog,False,Unverified Source,91.4,2025-03-30 17:56:00
393,Asian Paints Limited,Asian Paints Limited announces Strategize extensible bandwidth worth ₹5825 crores. Project timeline: 5 years.,2025-06-11,BSE Official,True,Stock Exchange Filing,23.4,2025-06-11 18:22:00
394,Miracle Pharma Inc,BREAKING: Miracle Pharma Inc promises 4729% guaranteed returns in 7 months. Immediate investment advised!,2024-09-22,Telegram Channel,False,Unverified Source,99.1,2024-09-22 13:57:00
395,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Redefine b2c models worth ₹8679 crores. Project timeline: 5 years.,2023-10-10,Company Press Release,True,Stock Exchange Filing,15.6,2023-10-10 14:42:00
396,Infosys Limited,Infosys Limited announces Iterate frictionless platforms worth ₹17470 crores. Project timeline: 3 years.,2025-08-08,Earnings Call,True,Stock Exchange Filing,22.5,2025-08-08 10:17:00
397,HDFC Bank Limited,HDFC Bank Limited announces Exploit seamless action-items worth ₹3389 crores. Project timeline: 5 years.,2025-01-16,NSE Official,True,Stock Exchange Filing,21.7,2025-01-16 17:55:00
398,NextGen Profit Corp,BREAKING: NextGen Profit Corp promises 4102% guaranteed returns in 5 months. Immediate investment advised!,2024-05-31,Telegram Channel,False,No Record,86.4,2024-05-31 14:38:00
399,Bajaj Finance Limited,Bajaj Finance Limited announces Synthesize dynamic metrics worth ₹6590 crores. Project timeline: 5 years.,2023-09-26,Earnings Call,True,Company Portal,12.3,2023-09-26 14:29:00
400,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 932% guaranteed returns in 12 months. Immediate investment advised!,2025-08-23,WhatsApp Forward,False,Unverified Source,98.3,2025-08-23 17:49:00
401,Super Growth Technologies,BREAKING: Super Growth Technologies promises 1862% guaranteed returns in 10 months. Immediate investment advised!,2023-11-21,WhatsApp Forward,False,No Record,96.8,2023-11-21 16:07:00
402,Infosys Limited,Infosys Limited announces Utilize ubiquitous infrastructures worth ₹17390 crores. Project timeline: 3 years.,2023-09-09,Government Press Release,True,NSE Website,13.9,2023-09-09 17:52:00
403,Tata Consultancy Services,Tata Consultancy Services announces Incentivize impactful e-markets worth ₹5977 crores. Project timeline: 5 years.,2024-11-06,Contract Announcement,True,Company IR,16.0,2024-11-06 14:14:00
404,Maruti Suzuki India Limited,Maruti Suzuki India Limited announces Synergize ubiquitous roi worth ₹17852 crores. Project timeline: 2 years.,2024-07-06,Government Press Release,True,Ministry of Finance,16.6,2024-07-06 17:35:00
405,Wonder Mining Ltd,BREAKING: Wonder Mining Ltd promises 3402% guaranteed returns in 9 months. Immediate investment advised!,2024-12-10,Unverified Blog,False,No Official Source,99.1,2024-12-10 14:33:00
406,Coal India Limited,Coal India Limited announces Leverage efficient convergence worth ₹13800 crores. Project timeline: 3 years.,2023-09-08,Company Filing,True,Stock Exchange Filing,23.4,2023-09-08 10:16:00
407,Larsen & Toubro Limited,Larsen & Toubro Limited announces Strategize plug-and-play e-business worth ₹3573 crores. Project timeline: 5 years.,2024-12-15,Contract Announcement,True,Ministry of Finance,20.9,2024-12-15 11:24:00
408,SkyHigh Returns Inc,BREAKING: SkyHigh Returns Inc promises 4947% guaranteed returns in 8 months. Immediate investment advised!,2024-06-22,Telegram Channel,False,No Official Source,98.0,2024-06-22 15:04:00
409,Crypto Dream Ltd,BREAKING: Crypto Dream Ltd promises 1601% guaranteed returns in 12 months. Immediate investment advised!,2025-04-10,WhatsApp Forward,False,Not Verified,99.5,2025-04-10 11:20:00
410,State Bank of India,State Bank of India announces Engineer magnetic e-business worth ₹10637 crores. Project timeline: 4 years.,2024-06-18,Board Resolution,True,Ministry of Finance,10.5,2024-06-18 15:12:00
411,Fake Corp Industries,BREAKING: Fake Corp Industries promises 821% guaranteed returns in 6 months. Immediate investment advised!,2025-02-04,WhatsApp Forward,False,Denial Issued,92.3,2025-02-04 18:12:00
412,Wipro Limited,Wipro Limited announces Disintermediate cross-platform e-tailers worth ₹13191 crores. Project timeline: 3 years.,2023-12-08,Company Filing,True,BSE Website,20.4,2023-12-08 11:13:00
413,Quick Money Corp,BREAKING: Quick Money Corp promises 3421% guaranteed returns in 2 months. Immediate investment advised!,2024-05-08,Fake News Site,False,Not Verified,86.8,2024-05-08 14:25:00
414,State Bank of India,State Bank of India announces Architect plug-and-play info-mediaries worth ₹17483 crores. Project timeline: 3 years.,2023-08-31,Government Press Release,True,SEBI EDIFAR,20.4,2023-08-31 14:03:00
415,Bharti Airtel Limited,Bharti Airtel Limited announces Re-contextualize b2b architectures worth ₹18736 crores. Project timeline: 5 years.,2024-11-03,Contract Announcement,True,Stock Exchange Filing,17.5,2024-11-03 11:45:00
416,Larsen & Toubro Limited,Larsen & Toubro Limited announces Unleash distributed paradigms worth ₹2758 crores. Project timeline: 2 years.,2025-08-15,Government Press Release,True,Stock Exchange Filing,17.1,2025-08-15 13:03:00
417,Asian Paints Limited,Asian Paints Limited announces Engineer front-end markets worth ₹619 crores. Project timeline: 1 years.,2025-01-31,Government Press Release,True,Company Portal,18.8,2025-01-31 18:10:00
418,Infosys Limited,Infosys Limited announces Aggregate visionary content worth ₹13542 crores. Project timeline: 3 years.,2024-05-25,BSE Official,True,Stock Exchange Filing,15.8,2024-05-25 14:13:00
419,Larsen & Toubro Limited,Larsen & Toubro Limited announces Strategize collaborative infrastructures worth ₹1169 crores. Project timeline: 1 years.,2024-10-24,Contract Announcement,True,Company Portal,17.3,2024-10-24 17:08:00
420,State Bank of India,State Bank of India announces Target holistic convergence worth ₹5511 crores. Project timeline: 2 years.,2024-12-09,Government Press Release,True,RBI Circular,12.4,2024-12-09 18:15:00
421,Wipro Limited,Wipro Limited announces Redefine frictionless technologies worth ₹8332 crores. Project timeline: 2 years.,2024-11-07,Earnings Call,True,NSE Website,22.2,2024-11-07 18:45:00
422,Adani Enterprises Limited,Adani Enterprises Limited announces Synergize magnetic users worth ₹18318 crores. Project timeline: 1 years.,2025-03-27,Government Press Release,True,Company IR,16.7,2025-03-27 17:45:00
423,Wipro Limited,Wipro Limited announces E-enable value-added e-services worth ₹11520 crores. Project timeline: 3 years.,2025-07-28,Earnings Call,True,Ministry of Finance,11.3,2025-07-28 18:21:00
424,Tata Consultancy Services,Tata Consultancy Services announces Transform plug-and-play methodologies worth ₹5156 crores. Project timeline: 4 years.,2024-04-08,Company Press Release,True,BSE Website,10.1,2024-04-08 13:44:00
